4329.23	4009.23	4289.23	4148.21	4350.26	4586.15	4096.92	4641.03	4222.05	4238.46	4211.28	4280.51	4635.9	4393.85		
4324.62	4004.62	4293.85	4148.72	4342.05	4586.67	4097.44	4638.97	4210.77	4226.67	4207.69	4279.49	4632.82	4384.1		
4327.69	4006.67	4295.38	4156.41	4336.92	4583.59	4096.92	4630.26	4207.69	4222.05	4206.67	4282.05	4628.72	4389.23		
4328.72	4011.79	4296.41	4155.9	4343.59	4582.56	4097.44	4630.77	4217.44	4235.38	4210.77	4287.69	4632.31	4396.41		
4326.15	4011.79	4292.31	4151.28	4347.69	4586.67	4095.9	4627.69	4210.77	4244.1	4212.82	4288.21	4632.82	4398.46		
4321.03	4004.62	4284.1	4153.33	4345.64	4587.18	4093.33	4616.92	4202.56	4232.82	4209.74	4281.03	4628.21	4389.74		
4319.49	4001.03	4280.51	4151.79	4343.59	4584.62	4089.74	4615.9	4212.31	4226.67	4201.03	4269.74	4625.13	4378.46		
4325.64	4006.67	4278.46	4143.08	4344.1	4583.08	4087.18	4614.87	4205.64	4230.26	4195.9	4266.67	4622.05	4380.51		
4326.15	4010.77	4276.41	4139.49	4345.13	4584.1	4091.28	4608.21	4187.69	4229.74	4202.05	4273.85	4627.18	4389.74		
4326.15	4011.28	4276.92	4142.05	4344.1	4582.56	4092.82	4608.72	4194.36	4228.72	4212.82	4277.95	4637.44	4393.33		
4326.15	4010.77	4272.82	4143.08	4342.56	4579.49	4087.69	4615.9	4206.15	4228.72	4210.77	4272.82	4631.79	4382.56		
4316.92	4002.56	4259.49	4135.9	4339.49	4581.54	4086.15	4615.38	4195.9	4223.59	4197.44	4262.05	4613.33	4370.77		
4308.21	3993.33	4247.69	4124.62	4335.9	4584.62	4089.74	4610.26	4188.72	4221.54	4190.26	4255.9	4606.15	4369.74		
4308.21	3998.46	4251.79	4122.56	4338.46	4584.62	4091.28	4616.92	4205.64	4225.64	4194.36	4263.59	4610.26	4371.28		
4312.82	4006.15	4260.51	4127.69	4341.03	4586.15	4089.74	4628.72	4215.9	4225.13	4198.97	4274.36	4611.79	4375.9		
4313.85	4003.59	4255.9	4127.69	4337.95	4586.15	4091.28	4627.69	4206.15	4224.62	4199.49	4269.23	4610.26	4378.97		
4306.67	3997.95	4247.18	4122.56	4336.92	4584.1	4094.36	4620.51	4202.56	4226.15	4193.85	4254.36	4606.15	4369.74		
4303.59	3996.41	4249.23	4122.05	4341.03	4584.1	4090.77	4616.41	4203.59	4226.15	4189.23	4253.85	4606.15	4370.26		
4312.31	4000.0	4255.9	4124.1	4342.05	4586.67	4085.64	4610.77	4192.31	4223.08	4192.31	4264.62	4614.87	4382.05		
4315.9	4003.59	4257.44	4122.56	4341.54	4588.21	4088.21	4607.18	4188.21	4216.92	4200.0	4270.26	4621.54	4378.97		
4314.36	4005.64	4259.49	4123.59	4345.13	4588.21	4092.31	4612.82	4206.67	4222.56	4209.74	4272.31	4624.62	4381.54		
4324.62	4012.82	4263.08	4132.31	4343.08	4587.18	4091.79	4617.95	4213.33	4240.51	4217.95	4274.36	4632.31	4400.51		
4331.28	4024.1	4266.15	4140.0	4336.41	4585.64	4089.74	4617.95	4204.62	4245.13	4216.41	4274.36	4638.97	4401.54		
4326.67	4020.0	4264.1	4137.44	4334.36	4586.15	4088.21	4621.54	4213.33	4238.46	4208.72	4271.28	4634.36	4385.13		
4321.54	4007.69	4260.0	4132.31	4340.0	4585.64	4087.18	4630.26	4230.26	4242.56	4208.72	4270.26	4627.69	4378.97		
4317.44	4007.69	4257.44	4128.72	4343.59	4585.13	4088.21	4638.97	4231.79	4247.69	4209.23	4269.74	4625.13	4386.15		
4311.79	4007.18	4250.77	4125.13	4336.41	4587.18	4087.69	4634.36	4209.23	4232.31	4197.44	4262.05	4615.38	4381.03		
4308.72	4000.0	4245.13	4121.54	4329.23	4585.64	4086.67	4617.44	4189.23	4216.41	4186.15	4253.85	4604.1	4362.05		
4308.21	4002.05	4252.82	4122.56	4332.82	4582.56	4087.69	4610.77	4192.82	4216.41	4189.74	4256.92	4605.13	4360.0		
4311.28	4011.28	4265.13	4130.26	4339.49	4583.59	4089.74	4616.41	4200.0	4220.51	4195.9	4265.64	4611.28	4374.36		
4311.28	4008.72	4265.13	4130.77	4337.44	4585.64	4087.69	4614.87	4190.26	4218.46	4195.38	4265.64	4608.72	4374.36		
4306.15	4000.51	4259.49	4121.03	4330.26	4584.1	4085.64	4607.18	4185.13	4216.92	4200.0	4263.08	4611.28	4369.23		
4307.18	4003.08	4263.08	4121.54	4330.77	4582.56	4086.67	4611.79	4202.05	4224.62	4208.72	4271.28	4622.56	4379.49		
4314.87	4008.21	4268.21	4128.21	4335.38	4584.1	4092.31	4625.64	4212.82	4231.28	4210.77	4275.9	4624.62	4382.56		
4313.85	4003.08	4263.59	4124.1	4336.41	4586.67	4100.51	4633.33	4215.38	4232.82	4207.18	4270.77	4618.97	4372.31		
4308.21	3997.44	4254.36	4119.49	4332.82	4588.72	4097.95	4628.21	4217.44	4235.38	4208.21	4268.72	4621.54	4368.21		
4308.72	4006.15	4253.33	4121.03	4330.26	4585.64	4082.05	4614.87	4202.56	4236.41	4208.72	4271.28	4628.21	4370.26		
4306.15	4007.69	4253.33	4121.03	4330.26	4579.49	4077.44	4607.69	4186.67	4224.62	4198.97	4267.18	4622.56	4367.18		
4297.44	3992.82	4249.74	4118.46	4330.77	4581.03	4085.64	4609.23	4189.23	4208.72	4187.18	4258.97	4606.15	4363.59		
4301.03	3994.36	4252.82	4119.49	4332.82	4583.08	4087.69	4611.79	4195.9	4210.26	4188.21	4260.51	4601.03	4366.67		
4313.85	4010.77	4260.0	4124.62	4337.44	4580.51	4088.72	4618.46	4203.59	4223.59	4198.97	4267.69	4613.33	4370.77		
4317.44	4010.77	4258.46	4126.15	4339.49	4584.1	4094.36	4625.64	4208.21	4229.74	4201.54	4271.28	4619.49	4376.41		
4305.64	3998.46	4251.79	4121.54	4331.79	4584.62	4094.87	4620.0	4200.0	4222.05	4196.92	4268.72	4610.77	4370.26		
4296.92	3995.38	4249.23	4120.51	4324.62	4577.95	4088.21	4615.9	4203.08	4213.33	4197.95	4262.56	4606.15	4357.44		
4298.97	4001.03	4247.69	4123.08	4332.82	4580.0	4087.18	4624.62	4220.51	4224.1	4205.64	4265.13	4615.38	4363.08		
